,Years,Topic-1,Topic-2,Topic-3
265,2010,0.6953870378860288,0.04185771284741393,0.9631915182805156
266,2010,0.6953870378860288,0.04185771284741393,0.9631915182805156
267,2010,0.6953870378860288,0.04185771284741393,0.9631915182805156
268,2010,0.6953870378860288,0.04185771284741393,0.9631915182805156
269,2010,0.6953870378860288,0.04185771284741393,0.9631915182805156
270,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
271,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
272,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
273,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
274,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
275,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
276,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
277,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
278,2011,0.8156269753219042,0.11277669942241055,0.9004673065323905
279,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
280,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
281,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
282,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
283,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
284,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
285,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
286,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
287,2012,0.7833311712785604,0.19258658619632527,0.9080642527273455
288,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
289,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
290,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
291,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
292,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
293,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
294,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
295,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
296,2013,0.6974477142048313,0.055525030345172255,0.9618058651535241
297,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
298,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
299,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
300,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
301,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
302,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
303,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
304,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
305,2014,0.9962870427188207,0.10980094528386852,0.7840311482431973
306,2015,0.0,0.0,0.0
307,2015,0.0,0.0,0.0
308,2015,0.0,0.0,0.0
309,2015,0.0,0.0,0.0
310,2015,0.0,0.0,0.0
311,2015,0.0,0.0,0.0
312,2015,0.0,0.0,0.0
313,2015,0.0,0.0,0.0
314,2015,0.0,0.0,0.0
315,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
316,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
317,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
318,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
319,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
320,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
321,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
322,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
323,2016,0.9999999999999999,0.06625727862309375,0.7778074292225452
324,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
325,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
326,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
327,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
328,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
329,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
330,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
331,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
332,2017,0.9999999999999999,0.06937445455216099,0.7328976942182766
333,2018,0.0,0.0,0.0
334,2018,0.0,0.0,0.0
335,2018,0.0,0.0,0.0
336,2018,0.0,0.0,0.0
337,2018,0.0,0.0,0.0
338,2018,0.0,0.0,0.0
339,2018,0.0,0.0,0.0
340,2018,0.0,0.0,0.0
341,2018,0.0,0.0,0.0
342,2019,0.0,0.0,0.0
343,2019,0.0,0.0,0.0
344,2019,0.0,0.0,0.0
345,2019,0.0,0.0,0.0
346,2019,0.0,0.0,0.0
347,2019,0.0,0.0,0.0
348,2019,0.0,0.0,0.0
349,2019,0.0,0.0,0.0
350,2019,0.0,0.0,0.0
